state,lga,crop,season,area_ha,yield_t_ha,production_t,quality_grade
Jigawa,Jigawa-LGA-09,millet,2022_dry,401.1,0.62,248.1,Grade B
Anambra,Anambra-LGA-10,yam,2024_dry,3205.6,9.16,29368.9,Grade C
Plateau,Plateau-LGA-12,yam,2024_wet,419.0,13.72,5750.9,Grade A
Anambra,Anambra-LGA-04,maize,2024_wet,100.0,2.95,294.7,Grade A
Abia,Abia-LGA-03,rice,2025_wet,174.8,2.35,409.9,Grade A
Sokoto,Sokoto-LGA-03,maize,2024_dry,1107.9,1.74,1924.9,Grade B
Oyo,Oyo-LGA-01,maize,2024_dry,292.6,3.13,917.0,Grade C
Kebbi,Kebbi-LGA-14,maize,2023_wet,114.1,1.67,190.8,Grade A
Osun,Osun-LGA-10,cocoa,2024_dry,1134.5,0.58,655.6,Grade A
Benue,Benue-LGA-02,sorghum,2023_wet,3078.2,0.79,2420.1,Grade C
Kano,Kano-LGA-05,rice,2025_wet,1588.1,2.44,3869.8,Grade B
Nasarawa,Nasarawa-LGA-09,sorghum,2023_wet,1653.7,1.46,2409.5,Grade A
Ogun,Ogun-LGA-05,oil_palm,2022_wet,591.0,4.74,2802.5,Grade B
Bayelsa,Bayelsa-LGA-01,yam,2022_wet,464.6,5.59,2597.7,Grade B
Kaduna,Kaduna-LGA-10,cocoa,2023_dry,385.2,0.46,177.8,Grade B
Lagos,Lagos-LGA-01,sorghum,2022_wet,350.8,1.53,537.4,Grade C
Ekiti,Ekiti-LGA-10,maize,2022_wet,132.2,2.47,327.2,Grade A
Rivers,Rivers-LGA-13,maize,2023_wet,127.0,1.32,167.8,Grade B
Niger,Niger-LGA-12,cocoa,2023_dry,100.0,0.46,45.5,Grade A
Kano,Kano-LGA-09,oil_palm,2025_wet,637.7,1.4,891.2,Grade A
Ondo,Ondo-LGA-13,yam,2023_dry,2353.2,14.64,34441.4,Grade A
Bauchi,Bauchi-LGA-05,sorghum,2025_wet,197.9,1.77,350.8,Grade A
Sokoto,Sokoto-LGA-08,oil_palm,2023_wet,2471.1,3.68,9090.2,Grade B
Imo,Imo-LGA-13,oil_palm,2023_wet,108.1,4.85,524.1,Grade B
Delta,Delta-LGA-11,cocoa,2022_wet,100.0,0.69,68.7,Grade B
Borno,Borno-LGA-14,millet,2024_dry,291.3,0.74,215.2,Grade A
Ogun,Ogun-LGA-10,maize,2023_wet,1492.1,2.27,3388.2,Grade A
Sokoto,Sokoto-LGA-03,maize,2023_wet,245.7,1.85,453.6,Grade C
Lagos,Lagos-LGA-06,yam,2023_wet,118.6,15.38,1824.2,Grade A
Kano,Kano-LGA-01,cocoa,2025_wet,4228.6,0.6,2541.0,Grade B
Bayelsa,Bayelsa-LGA-01,sorghum,2022_wet,4740.3,1.63,7715.2,Grade A
Ebonyi,Ebonyi-LGA-11,cassava,2025_wet,1365.6,7.14,9749.0,Grade B
Edo,Edo-LGA-08,millet,2022_dry,159.6,1.26,201.3,Grade B
Oyo,Oyo-LGA-12,yam,2022_dry,174.3,11.96,2085.1,Grade B
Ogun,Ogun-LGA-08,cassava,2022_wet,4722.3,11.82,55816.5,Grade A
Kano,Kano-LGA-13,sorghum,2022_dry,5393.6,1.16,6268.6,Grade A
Kogi,Kogi-LGA-09,cocoa,2022_wet,827.6,0.32,268.9,Grade B
Abia,Abia-LGA-05,yam,2024_dry,288.0,14.62,4209.3,Grade B
Bayelsa,Bayelsa-LGA-13,cassava,2023_dry,375.4,11.96,4488.7,Grade B
Rivers,Rivers-LGA-13,yam,2025_wet,1328.5,12.44,16523.4,Grade A
Borno,Borno-LGA-06,millet,2025_wet,1267.2,0.3,380.1,Grade B
Imo,Imo-LGA-07,rice,2022_wet,619.8,2.94,1824.2,Grade B
Adamawa,Adamawa-LGA-04,yam,2023_wet,307.6,5.0,1537.8,Grade A
Kwara,Kwara-LGA-11,rice,2025_wet,2118.2,2.58,5457.8,Grade C
Imo,Imo-LGA-10,yam,2023_dry,1937.9,14.07,27273.3,Grade B
Bayelsa,Bayelsa-LGA-02,millet,2024_wet,291.6,1.34,390.4,Grade C
Sokoto,Sokoto-LGA-02,rice,2024_dry,500.4,1.73,865.5,Grade C
Jigawa,Jigawa-LGA-01,millet,2024_dry,152.2,0.45,68.9,Grade A
Bayelsa,Bayelsa-LGA-14,rice,2024_wet,938.7,2.23,2095.4,Grade B
Plateau,Plateau-LGA-11,sorghum,2024_wet,1721.6,1.15,1972.8,Grade B
Kebbi,Kebbi-LGA-10,oil_palm,2023_wet,1713.6,1.37,2345.2,Grade C
Kogi,Kogi-LGA-06,maize,2024_wet,352.9,2.05,724.2,Grade A
Ogun,Ogun-LGA-05,cassava,2022_dry,321.6,9.26,2976.9,Grade B
Kebbi,Kebbi-LGA-12,oil_palm,2025_wet,1846.4,2.55,4709.5,Grade B
Ogun,Ogun-LGA-05,cassava,2023_wet,498.6,8.01,3995.8,Grade B
Niger,Niger-LGA-14,sorghum,2023_dry,1087.8,0.99,1080.6,Grade A
Abia,Abia-LGA-12,maize,2025_wet,2300.7,3.56,8192.9,Grade B
Akwa Ibom,Akwa Ibom-LGA-08,yam,2023_wet,100.0,15.55,1555.0,Grade B
Yobe,Yobe-LGA-01,cocoa,2023_dry,100.0,0.28,28.3,Grade A
Bayelsa,Bayelsa-LGA-02,millet,2022_wet,100.0,1.69,169.0,Grade B
Edo,Edo-LGA-02,oil_palm,2024_wet,641.2,4.65,2978.4,Grade A
Kogi,Kogi-LGA-10,sorghum,2024_wet,591.3,1.62,960.3,Grade C
Cross River,Cross River-LGA-12,maize,2024_wet,2352.5,2.65,6236.4,Grade B
Delta,Delta-LGA-09,cassava,2023_wet,977.4,13.41,13107.6,Grade A
Adamawa,Adamawa-LGA-14,rice,2024_dry,21560.2,1.77,38179.0,Grade C
Adamawa,Adamawa-LGA-08,oil_palm,2024_wet,201.2,2.44,490.2,Grade A
Bauchi,Bauchi-LGA-12,cassava,2022_dry,388.7,11.11,4318.5,Grade C
Katsina,Katsina-LGA-13,oil_palm,2022_wet,2908.5,1.39,4052.4,Grade A
Borno,Borno-LGA-06,millet,2024_wet,1769.2,0.3,530.8,Grade B
Nasarawa,Nasarawa-LGA-11,maize,2022_wet,2861.6,2.19,6269.3,Grade A
Edo,Edo-LGA-12,cassava,2024_dry,562.6,9.65,5428.5,Grade B
Cross River,Cross River-LGA-07,rice,2025_wet,1021.8,3.78,3865.2,Grade B
Imo,Imo-LGA-06,oil_palm,2022_dry,370.0,3.92,1449.0,Grade A
Enugu,Enugu-LGA-10,oil_palm,2023_wet,100.0,5.38,537.9,Grade B
Plateau,Plateau-LGA-03,yam,2023_dry,2366.3,13.99,33111.4,Grade C
Bauchi,Bauchi-LGA-03,millet,2022_wet,100.0,1.23,122.9,Grade A
Jigawa,Jigawa-LGA-07,millet,2024_wet,100.0,0.59,58.6,Grade B
Ondo,Ondo-LGA-06,rice,2025_wet,192.2,3.1,596.2,Grade A
Taraba,Taraba-LGA-06,millet,2022_wet,5838.0,0.64,3740.2,Grade B
Ebonyi,Ebonyi-LGA-02,rice,2025_wet,100.0,3.12,312.0,Grade B
Bayelsa,Bayelsa-LGA-07,millet,2022_dry,635.5,0.3,190.7,Grade A
Abia,Abia-LGA-13,rice,2023_wet,101.4,4.36,442.0,Grade A
Kano,Kano-LGA-01,rice,2022_dry,100.0,2.29,229.0,Grade B
Ogun,Ogun-LGA-10,cocoa,2024_dry,543.4,0.32,174.8,Grade B
Delta,Delta-LGA-11,yam,2025_wet,132.1,10.72,1415.5,Grade C
Osun,Osun-LGA-05,oil_palm,2022_wet,100.0,2.67,266.8,Grade B
Kano,Kano-LGA-05,rice,2022_wet,615.2,1.67,1025.5,Grade C
Yobe,Yobe-LGA-11,sorghum,2022_dry,661.5,1.0,661.9,Grade B
Gombe,Gombe-LGA-07,oil_palm,2022_dry,165.6,3.67,607.1,Grade B
Kano,Kano-LGA-02,oil_palm,2025_wet,982.6,1.49,1462.7,Grade C
Delta,Delta-LGA-09,cocoa,2025_wet,1471.5,0.71,1050.2,Grade B
Niger,Niger-LGA-13,cassava,2022_wet,142.5,9.13,1300.1,Grade A
Kebbi,Kebbi-LGA-02,rice,2022_dry,1417.6,4.8,6808.3,Grade B
Borno,Borno-LGA-05,yam,2025_wet,1426.2,5.0,7131.0,Grade B
Imo,Imo-LGA-06,cocoa,2022_wet,100.0,0.27,27.5,Grade A
Kaduna,Kaduna-LGA-02,sorghum,2024_wet,1584.3,1.69,2670.3,Grade C
Jigawa,Jigawa-LGA-08,millet,2023_dry,100.0,0.77,76.8,Grade A
Niger,Niger-LGA-13,cocoa,2022_wet,100.0,0.43,42.6,Grade C
Katsina,Katsina-LGA-05,rice,2024_wet,1631.8,1.0,1631.8,Grade A
Kebbi,Kebbi-LGA-13,cocoa,2024_wet,104.9,0.42,44.5,Grade C
Kebbi,Kebbi-LGA-04,rice,2023_dry,320.6,2.05,656.2,Grade B
Yobe,Yobe-LGA-10,millet,2022_dry,8308.5,1.22,10173.9,Grade B
Ebonyi,Ebonyi-LGA-11,millet,2024_wet,1158.8,1.34,1551.3,Grade B
Kebbi,Kebbi-LGA-14,oil_palm,2024_wet,208.1,1.0,208.1,Grade B
Kwara,Kwara-LGA-08,maize,2025_wet,809.3,2.95,2384.4,Grade A
Ondo,Ondo-LGA-04,rice,2023_dry,100.0,1.32,131.9,Grade B
Kano,Kano-LGA-08,sorghum,2022_wet,197.1,0.56,110.6,Grade B
Borno,Borno-LGA-02,millet,2024_dry,801.8,0.99,792.8,Grade B
Enugu,Enugu-LGA-03,millet,2025_wet,100.0,1.39,139.1,Grade B
Benue,Benue-LGA-07,cocoa,2025_wet,100.0,0.12,11.8,Grade B
Cross River,Cross River-LGA-10,cocoa,2024_wet,4989.0,0.37,1822.2,Grade C
Kano,Kano-LGA-07,rice,2023_wet,261.0,1.25,326.0,Grade B
Ondo,Ondo-LGA-11,sorghum,2024_dry,127.9,0.91,116.9,Grade B
Zamfara,Zamfara-LGA-01,millet,2023_dry,100.0,0.74,74.1,Grade C
Katsina,Katsina-LGA-04,cocoa,2023_dry,171.7,0.17,29.3,Grade B
Abia,Abia-LGA-11,millet,2024_dry,405.0,1.47,596.8,Grade C
Anambra,Anambra-LGA-06,cassava,2023_wet,1803.7,13.1,23625.6,Grade B
Akwa Ibom,Akwa Ibom-LGA-13,cassava,2025_wet,12298.6,10.62,130613.8,Grade C
Anambra,Anambra-LGA-11,sorghum,2025_wet,100.0,2.04,204.2,Grade B
Imo,Imo-LGA-09,millet,2024_wet,956.3,1.63,1555.5,Grade B
Anambra,Anambra-LGA-08,cocoa,2023_dry,1386.4,0.47,646.1,Grade B
Ogun,Ogun-LGA-05,yam,2024_wet,100.0,11.26,1126.1,Grade B
Osun,Osun-LGA-02,maize,2023_dry,227.3,2.64,600.2,Grade B
Kogi,Kogi-LGA-13,rice,2023_dry,188.4,1.37,258.5,Grade B
Ogun,Ogun-LGA-04,yam,2025_wet,1100.8,10.88,11972.5,Grade A
Bauchi,Bauchi-LGA-01,yam,2022_wet,647.1,14.03,9076.0,Grade B
Ogun,Ogun-LGA-05,millet,2023_wet,507.3,1.0,506.6,Grade B
Enugu,Enugu-LGA-05,rice,2025_wet,2780.9,3.68,10231.2,Grade B
Niger,Niger-LGA-06,rice,2024_dry,371.4,2.64,979.8,Grade B
Cross River,Cross River-LGA-14,maize,2024_dry,1469.4,1.74,2553.5,Grade B
Kwara,Kwara-LGA-09,oil_palm,2023_wet,100.0,3.56,355.5,Grade B
Rivers,Rivers-LGA-12,maize,2024_dry,4665.9,1.79,8356.4,Grade A
Imo,Imo-LGA-10,millet,2023_wet,1285.2,1.33,1706.9,Grade B
Kogi,Kogi-LGA-05,sorghum,2022_dry,3796.8,1.33,5047.7,Grade B
Enugu,Enugu-LGA-10,yam,2024_dry,451.3,15.58,7031.9,Grade A
Imo,Imo-LGA-14,sorghum,2023_wet,100.0,1.39,138.7,Grade A
Cross River,Cross River-LGA-04,rice,2025_wet,275.6,4.49,1237.2,Grade B
Zamfara,Zamfara-LGA-12,sorghum,2022_dry,1694.5,0.32,534.1,Grade A
Akwa Ibom,Akwa Ibom-LGA-07,millet,2024_dry,201.1,1.65,331.2,Grade B
Osun,Osun-LGA-04,cocoa,2024_wet,173.8,0.46,79.1,Grade C
Zamfara,Zamfara-LGA-13,maize,2023_wet,386.2,1.11,430.4,Grade B
Ogun,Ogun-LGA-06,oil_palm,2023_wet,558.2,3.41,1902.1,Grade B
Borno,Borno-LGA-05,yam,2022_wet,100.0,5.0,500.0,Grade A
Zamfara,Zamfara-LGA-14,cassava,2024_wet,1265.4,10.06,12731.8,Grade B
Adamawa,Adamawa-LGA-01,sorghum,2022_wet,219.1,0.65,141.3,Grade A
Akwa Ibom,Akwa Ibom-LGA-05,cassava,2022_wet,154.7,13.54,2094.3,Grade A
Katsina,Katsina-LGA-01,sorghum,2024_wet,457.2,0.97,442.9,Grade A
Niger,Niger-LGA-12,rice,2025_wet,1156.5,3.06,3536.1,Grade B
Anambra,Anambra-LGA-10,yam,2022_wet,140.8,9.27,1304.6,Grade B
Delta,Delta-LGA-01,yam,2022_dry,425.2,12.76,5427.8,Grade B
Plateau,Plateau-LGA-10,oil_palm,2022_wet,104.0,4.58,475.9,Grade A
Ondo,Ondo-LGA-14,sorghum,2023_wet,160.2,1.19,190.9,Grade B
Bayelsa,Bayelsa-LGA-04,rice,2022_wet,104.3,1.93,201.6,Grade C
Edo,Edo-LGA-07,oil_palm,2022_wet,1503.9,2.24,3363.3,Grade B
Ebonyi,Ebonyi-LGA-07,sorghum,2024_wet,100.0,1.31,131.0,Grade B
Oyo,Oyo-LGA-14,cocoa,2024_wet,2804.1,0.5,1404.1,Grade A
Plateau,Plateau-LGA-08,cassava,2023_wet,100.0,9.71,971.2,Grade A
Ekiti,Ekiti-LGA-02,cassava,2022_wet,166.9,9.77,1630.2,Grade C
Plateau,Plateau-LGA-09,millet,2023_wet,1293.4,1.41,1824.0,Grade A
Oyo,Oyo-LGA-14,millet,2024_wet,2019.4,1.74,3507.2,Grade A
Bayelsa,Bayelsa-LGA-10,maize,2023_dry,1389.4,2.75,3822.5,Grade A
Anambra,Anambra-LGA-08,sorghum,2023_dry,100.0,1.61,160.8,Grade C
Katsina,Katsina-LGA-01,oil_palm,2022_wet,1126.1,1.59,1789.0,Grade C
Kano,Kano-LGA-11,oil_palm,2022_wet,584.3,1.7,990.9,Grade A
Benue,Benue-LGA-05,cassava,2023_wet,100.0,11.44,1144.3,Grade B
Kogi,Kogi-LGA-03,yam,2025_wet,473.9,14.02,6646.2,Grade A
Oyo,Oyo-LGA-02,cassava,2022_dry,1713.6,9.3,15944.7,Grade B
Ogun,Ogun-LGA-14,cocoa,2025_wet,113.7,0.46,52.4,Grade A
Taraba,Taraba-LGA-02,rice,2022_wet,2028.7,2.31,4681.6,Grade B
Lagos,Lagos-LGA-05,rice,2024_wet,100.0,2.75,274.6,Grade A
Adamawa,Adamawa-LGA-11,maize,2022_dry,242.8,2.53,614.5,Grade A
Abia,Abia-LGA-05,cocoa,2023_dry,100.0,0.46,46.5,Grade B
Lagos,Lagos-LGA-06,oil_palm,2022_wet,1030.8,4.29,4426.9,Grade A
Akwa Ibom,Akwa Ibom-LGA-11,cassava,2024_wet,602.2,10.88,6549.2,Grade B
Bayelsa,Bayelsa-LGA-13,maize,2022_dry,100.0,3.15,314.6,Grade A
Benue,Benue-LGA-05,oil_palm,2025_wet,240.7,2.1,504.3,Grade C
Ekiti,Ekiti-LGA-04,sorghum,2024_wet,2245.7,1.73,3894.0,Grade B
Kaduna,Kaduna-LGA-01,maize,2024_dry,113.3,1.87,211.9,Grade C
Gombe,Gombe-LGA-07,oil_palm,2022_dry,409.0,3.24,1326.0,Grade B
Osun,Osun-LGA-03,sorghum,2022_dry,434.1,0.86,373.4,Grade B
Cross River,Cross River-LGA-02,rice,2023_dry,625.3,2.85,1782.8,Grade A
Enugu,Enugu-LGA-01,maize,2023_wet,3173.6,1.51,4785.2,Grade C
Bayelsa,Bayelsa-LGA-10,millet,2023_dry,1449.2,1.2,1735.7,Grade B
Nasarawa,Nasarawa-LGA-11,oil_palm,2022_dry,219.5,1.91,419.9,Grade B
Kogi,Kogi-LGA-02,sorghum,2022_dry,319.9,1.06,339.3,Grade A
Adamawa,Adamawa-LGA-11,yam,2024_wet,3322.4,5.04,16737.3,Grade C
Ekiti,Ekiti-LGA-04,sorghum,2022_dry,100.0,1.32,131.8,Grade A
Jigawa,Jigawa-LGA-13,millet,2022_wet,227.3,1.46,331.9,Grade B
Ekiti,Ekiti-LGA-10,sorghum,2023_dry,2573.1,1.75,4515.2,Grade C
Lagos,Lagos-LGA-13,millet,2023_wet,138.4,1.77,244.6,Grade C
Kaduna,Kaduna-LGA-09,sorghum,2025_wet,1662.1,1.2,1990.2,Grade B
Sokoto,Sokoto-LGA-05,cassava,2024_dry,1202.1,6.75,8110.6,Grade A
Sokoto,Sokoto-LGA-06,oil_palm,2023_wet,244.6,3.46,845.4,Grade C
Yobe,Yobe-LGA-01,rice,2023_dry,131.2,1.0,131.2,Grade B
Jigawa,Jigawa-LGA-11,oil_palm,2023_dry,487.9,3.11,1515.6,Grade B
Niger,Niger-LGA-01,yam,2023_dry,571.5,16.28,9302.9,Grade A
Ogun,Ogun-LGA-06,oil_palm,2024_dry,699.6,3.47,2427.5,Grade B
Ondo,Ondo-LGA-07,cassava,2023_dry,2552.4,10.81,27580.3,Grade B
Ekiti,Ekiti-LGA-02,maize,2024_wet,2380.9,2.02,4799.9,Grade B
Anambra,Anambra-LGA-08,yam,2025_wet,128.9,10.97,1414.3,Grade B
Delta,Delta-LGA-10,maize,2022_wet,360.1,0.85,307.1,Grade B
Cross River,Cross River-LGA-10,sorghum,2024_dry,140.9,1.84,258.6,Grade B
Ondo,Ondo-LGA-10,cassava,2023_wet,187.6,13.79,2587.7,Grade A
Abia,Abia-LGA-13,sorghum,2022_dry,15331.4,1.11,17009.3,Grade C
Lagos,Lagos-LGA-02,oil_palm,2023_wet,8382.7,2.92,24518.2,Grade B
Oyo,Oyo-LGA-07,millet,2022_dry,1473.4,1.46,2144.2,Grade B
Jigawa,Jigawa-LGA-07,millet,2024_wet,3053.8,0.78,2374.4,Grade A
Taraba,Taraba-LGA-03,millet,2023_dry,100.0,1.03,102.6,Grade B
Taraba,Taraba-LGA-08,cocoa,2023_dry,100.0,0.47,47.1,Grade B
Ebonyi,Ebonyi-LGA-11,cocoa,2024_wet,254.0,0.39,99.4,Grade B
FCT,FCT-LGA-05,rice,2022_dry,245.9,1.57,387.1,Grade B
Yobe,Yobe-LGA-03,millet,2024_wet,123.1,0.83,101.9,Grade B
Ekiti,Ekiti-LGA-02,rice,2023_wet,100.0,2.96,296.3,Grade B
Ebonyi,Ebonyi-LGA-12,yam,2025_wet,100.0,13.76,1375.7,Grade A
Kwara,Kwara-LGA-14,millet,2022_dry,100.0,0.66,65.9,Grade A
Ondo,Ondo-LGA-03,millet,2022_dry,617.5,1.28,790.4,Grade A
Oyo,Oyo-LGA-12,yam,2024_dry,237.5,11.67,2770.3,Grade B
Zamfara,Zamfara-LGA-07,cocoa,2023_wet,138.2,0.35,48.1,Grade A
Kebbi,Kebbi-LGA-10,sorghum,2025_wet,246.9,1.53,378.4,Grade B
Abia,Abia-LGA-03,rice,2025_wet,246.2,3.5,861.2,Grade B
Osun,Osun-LGA-09,yam,2023_wet,100.0,17.19,1719.3,Grade B
Borno,Borno-LGA-09,oil_palm,2023_wet,3242.9,1.0,3242.9,Grade A
Bayelsa,Bayelsa-LGA-02,oil_palm,2022_dry,100.0,2.98,298.5,Grade A
Sokoto,Sokoto-LGA-03,rice,2023_dry,100.0,2.62,261.7,Grade B
Gombe,Gombe-LGA-13,oil_palm,2022_wet,495.8,2.02,1003.7,Grade B
Kano,Kano-LGA-05,millet,2024_wet,127.6,1.26,160.7,Grade B
Kaduna,Kaduna-LGA-13,cocoa,2023_dry,1143.2,0.5,576.6,Grade B
Kaduna,Kaduna-LGA-13,sorghum,2023_wet,100.0,1.83,182.9,Grade A
Lagos,Lagos-LGA-07,maize,2022_wet,216.0,2.43,525.6,Grade B
Taraba,Taraba-LGA-14,millet,2023_wet,1894.6,0.74,1404.3,Grade C
Edo,Edo-LGA-07,cocoa,2025_wet,100.0,0.24,23.9,Grade B
FCT,FCT-LGA-01,yam,2023_dry,100.0,13.88,1388.1,Grade A
Katsina,Katsina-LGA-01,rice,2024_wet,571.6,2.78,1586.8,Grade C
Edo,Edo-LGA-05,oil_palm,2025_wet,1447.8,3.31,4791.1,Grade B
Yobe,Yobe-LGA-10,rice,2023_dry,779.5,3.42,2667.1,Grade B
Bayelsa,Bayelsa-LGA-01,sorghum,2025_wet,197.9,2.46,486.9,Grade B
Bayelsa,Bayelsa-LGA-14,rice,2023_wet,279.7,3.71,1038.5,Grade C
Borno,Borno-LGA-05,millet,2022_dry,509.6,1.08,549.1,Grade A
Kaduna,Kaduna-LGA-08,yam,2022_dry,100.0,13.0,1300.0,Grade B
Kaduna,Kaduna-LGA-03,cocoa,2022_wet,100.0,0.71,71.1,Grade B
Ondo,Ondo-LGA-13,yam,2022_dry,131.2,10.84,1422.3,Grade A
Niger,Niger-LGA-04,maize,2022_dry,3716.7,1.79,6663.8,Grade A
Bayelsa,Bayelsa-LGA-07,yam,2022_dry,868.3,11.38,9878.5,Grade B
Katsina,Katsina-LGA-01,maize,2023_dry,242.7,3.66,887.9,Grade B
Nasarawa,Nasarawa-LGA-08,maize,2022_dry,676.5,2.15,1453.5,Grade A
Edo,Edo-LGA-07,rice,2022_dry,291.7,2.3,670.5,Grade A
Imo,Imo-LGA-14,cassava,2025_wet,525.5,8.93,4693.7,Grade A
Ekiti,Ekiti-LGA-08,rice,2025_wet,303.0,1.79,542.0,Grade B
Edo,Edo-LGA-01,yam,2022_wet,1505.6,12.17,18320.9,Grade B
Niger,Niger-LGA-11,maize,2022_wet,171.5,1.79,306.2,Grade C
Ekiti,Ekiti-LGA-14,oil_palm,2024_wet,1150.2,2.97,3414.3,Grade B
Plateau,Plateau-LGA-04,cocoa,2025_wet,2132.1,0.39,838.1,Grade B
FCT,FCT-LGA-11,yam,2024_dry,5316.3,11.96,63577.5,Grade B
Kebbi,Kebbi-LGA-13,maize,2022_dry,100.0,1.46,146.2,Grade B
Lagos,Lagos-LGA-09,maize,2022_wet,193.3,1.49,287.6,Grade B
Kwara,Kwara-LGA-06,sorghum,2022_dry,580.0,1.49,866.4,Grade B
Enugu,Enugu-LGA-04,yam,2023_wet,363.3,12.4,4503.4,Grade A
Gombe,Gombe-LGA-08,sorghum,2023_dry,349.0,1.88,656.9,Grade A
Niger,Niger-LGA-11,sorghum,2022_dry,100.0,1.16,115.8,Grade A
Ogun,Ogun-LGA-14,cassava,2022_wet,445.7,10.86,4838.9,Grade B
Borno,Borno-LGA-09,millet,2024_dry,2594.4,0.3,778.3,Grade C
Ondo,Ondo-LGA-07,cocoa,2024_dry,344.0,0.29,99.4,Grade B
Sokoto,Sokoto-LGA-07,sorghum,2022_dry,100.0,1.82,182.0,Grade A
Bayelsa,Bayelsa-LGA-07,rice,2023_wet,366.1,2.73,998.7,Grade A
Cross River,Cross River-LGA-02,millet,2025_wet,100.0,0.7,70.0,Grade A
Ondo,Ondo-LGA-04,millet,2022_dry,186.6,0.94,175.2,Grade B
Enugu,Enugu-LGA-04,yam,2024_wet,3094.5,12.99,40183.0,Grade B
FCT,FCT-LGA-09,maize,2025_wet,130.3,2.4,312.3,Grade C
FCT,FCT-LGA-08,yam,2023_wet,156.0,7.72,1204.0,Grade C
Niger,Niger-LGA-14,millet,2023_wet,176.7,0.92,162.3,Grade C
FCT,FCT-LGA-11,sorghum,2025_wet,100.0,1.89,189.2,Grade A
Cross River,Cross River-LGA-03,cassava,2023_dry,324.7,11.46,3719.9,Grade B
Nasarawa,Nasarawa-LGA-12,millet,2023_dry,2747.9,0.3,824.4,Grade B
Borno,Borno-LGA-12,cassava,2024_wet,100.0,7.36,735.6,Grade B
Cross River,Cross River-LGA-09,cassava,2022_dry,555.9,9.4,5227.3,Grade B
Borno,Borno-LGA-11,yam,2022_wet,244.8,5.0,1224.2,Grade C
Taraba,Taraba-LGA-05,yam,2024_wet,100.0,9.03,902.7,Grade B
Gombe,Gombe-LGA-03,cocoa,2024_wet,331.6,0.72,237.1,Grade B
Cross River,Cross River-LGA-08,cassava,2022_wet,7743.0,8.64,66908.7,Grade B
Gombe,Gombe-LGA-14,yam,2024_dry,276.9,8.63,2390.0,Grade A
Adamawa,Adamawa-LGA-09,cassava,2022_dry,419.8,9.26,3887.5,Grade B
Ogun,Ogun-LGA-09,rice,2022_wet,100.0,2.78,278.0,Grade B
Taraba,Taraba-LGA-04,sorghum,2022_dry,100.0,0.87,87.3,Grade B
Ekiti,Ekiti-LGA-02,rice,2022_dry,147.3,2.7,397.5,Grade A
Benue,Benue-LGA-01,cocoa,2025_wet,401.8,0.29,115.5,Grade A
Anambra,Anambra-LGA-01,sorghum,2022_wet,440.6,2.11,930.2,Grade A
Sokoto,Sokoto-LGA-06,cocoa,2023_dry,488.7,0.38,187.2,Grade B
Bayelsa,Bayelsa-LGA-05,cocoa,2023_wet,143.9,0.32,45.6,Grade B
Kwara,Kwara-LGA-07,sorghum,2022_wet,2322.5,1.88,4367.7,Grade B
Lagos,Lagos-LGA-07,millet,2023_wet,913.7,1.2,1097.3,Grade B
FCT,FCT-LGA-12,millet,2022_wet,484.4,0.89,430.5,Grade A
Nasarawa,Nasarawa-LGA-02,rice,2023_dry,283.3,2.61,738.9,Grade B
Cross River,Cross River-LGA-13,sorghum,2024_wet,436.3,1.78,777.1,Grade B
Yobe,Yobe-LGA-14,cassava,2024_wet,246.0,4.0,983.9,Grade A
Kaduna,Kaduna-LGA-04,cassava,2024_wet,100.0,9.01,900.9,Grade B
Rivers,Rivers-LGA-04,cassava,2023_wet,652.8,5.21,3399.6,Grade B
Abia,Abia-LGA-11,millet,2024_dry,2934.7,1.62,4743.9,Grade A
Niger,Niger-LGA-05,millet,2022_dry,140.7,0.96,135.2,Grade A
Katsina,Katsina-LGA-02,cassava,2022_wet,2795.5,8.35,23343.0,Grade B
Delta,Delta-LGA-11,rice,2022_wet,4933.0,1.87,9210.6,Grade C
Rivers,Rivers-LGA-07,maize,2024_dry,516.5,1.14,590.3,Grade A
Bayelsa,Bayelsa-LGA-07,oil_palm,2024_dry,129.1,4.17,538.0,Grade B
Borno,Borno-LGA-08,rice,2024_wet,1199.5,1.97,2363.6,Grade B
Katsina,Katsina-LGA-03,rice,2022_dry,107.3,1.85,198.1,Grade B
Yobe,Yobe-LGA-07,cocoa,2023_wet,209.3,0.1,20.9,Grade B
Yobe,Yobe-LGA-12,rice,2023_dry,300.5,1.0,300.5,Grade B
Benue,Benue-LGA-10,millet,2025_wet,4184.0,1.12,4706.1,Grade A
Sokoto,Sokoto-LGA-08,maize,2022_dry,1177.0,2.3,2712.0,Grade C
Kebbi,Kebbi-LGA-14,sorghum,2024_dry,530.3,1.38,731.8,Grade B
Borno,Borno-LGA-01,oil_palm,2023_dry,2467.6,1.0,2467.6,Grade A
Yobe,Yobe-LGA-07,cassava,2024_wet,491.3,6.2,3044.0,Grade C
Cross River,Cross River-LGA-06,yam,2024_wet,913.5,9.24,8440.1,Grade B
Ogun,Ogun-LGA-05,millet,2023_wet,1836.8,1.28,2350.1,Grade C
Bayelsa,Bayelsa-LGA-10,cocoa,2023_dry,309.8,0.68,210.8,Grade A
Osun,Osun-LGA-10,oil_palm,2022_wet,4361.1,5.7,24870.2,Grade B
Katsina,Katsina-LGA-11,sorghum,2024_wet,119.4,0.87,103.4,Grade B
